"persid","hhid","age_band","age_group","age_group_2","sex","work_status","work_full","study_full","occupation_cat","industry_cat","TRAVYEAR","REGION","SA1_CODE_2021","participant_wt","ses"
"83873/1002",83873,"50-54 years",12,52,"female","employed","Yes",NA,"Professional","Education and Training",2020,"Greater Brisbane","30204104416",484.974609375,"7"
"83873/1003",83873,"30-34 years",8,32,"female","employed","Yes","Part time","Managers","Construction",2020,"Greater Brisbane","30204104416",718.065612792969,"7"
"83874/1000",83874,"65-69 years",15,67,"male","employed","Yes",NA,"Professional","Financial and Insurance Services",2020,"Greater Brisbane","30204104416",351.451293945312,"7"
"83874/1001",83874,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30204104416",304.822784423828,"7"
"83876/1000",83876,"60-64 years",14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30204104416",531.132019042969,"7"
"83876/1002",83876,"20-24 years",6,22,"female","employed","Yes",NA,"Professional","Professional, Scientific and Technical Services",2020,"Greater Brisbane","30204104416",964.146118164062,"7"
"83876/1003",83876,"55-59 years",13,57,"male","employed","Yes",NA,"Professional","Professional, Scientific and Technical Services",2020,"Greater Brisbane","30204104416",598.893310546875,"7"
"83877/1000",83877,"50-54 years",12,52,"female","employed","Yes",NA,"Professional","Education and Training",2020,"Greater Brisbane","30204104416",545.808776855469,"7"
"83877/1001",83877,"50-54 years",12,52,"male","employed","Yes",NA,"Professional","Education and Training",2020,"Greater Brisbane","30204104416",549.466125488281,"7"
"83877/1002",83877,"15-19 years",5,17,"female","employed","No",NA,"Community and Personal Service Workers","Education and Training",2020,"Greater Brisbane","30204104416",514.0546875,"7"
"83878/1000",83878,"55-59 years",13,57,"female","employed","Yes",NA,"Clerical and Administrative Worker","Public Administration and Safety",2020,"Greater Brisbane","30204104416",468.386108398438,"7"
"83878/1001",83878,"60-64 years",14,62,"male","employed","No",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing",2020,"Greater Brisbane","30204104416",407.964630126953,"7"
"83881/1000",83881,"45-49 years",11,47,"female","employed","Yes",NA,"Professional","Health Care and Social Assistance",2020,"Greater Brisbane","30204104416",587.36279296875,"7"
"83881/1001",83881,"40-44 years",10,42,"male","employed","Yes",NA,"Managers","Retail Trade",2020,"Greater Brisbane","30204104416",554.12841796875,"7"
"83882/1000",83882,"80-84 years",18,82,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30204104416",551.077331542969,"7"
"83882/1001",83882,"80-84 years",18,82,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30204104416",491.522796630859,"7"
"83883/1000",83883,"50-54 years",12,52,"female","employed","Yes",NA,"Clerical and Administrative Worker","Construction",2020,"Greater Brisbane","30204104416",700.190185546875,"7"
"83883/1001",83883,"50-54 years",12,52,"male","employed","Yes",NA,"Sales Workers","Financial and Insurance Services",2020,"Greater Brisbane","30204104416",704.881958007812,"7"
"83883/1002",83883,"20-24 years",6,22,"male","employed","Yes",NA,"Sales Workers","Manufacturing",2020,"Greater Brisbane","30204104416",1396.37475585938,"7"
"83883/1003",83883,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30204104416",782.303466796875,"7"
"83883/1004",83883,"15-19 years",5,17,"female","employed","No",NA,"Community and Personal Service Workers","Retail Trade",2020,"Greater Brisbane","30204104416",659.454467773438,"7"
"83887/1000",83887,"25-29 years",7,27,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2020,"Greater Brisbane","30204104416",980.261657714844,"7"
"83887/1001",83887,"30-34 years",8,32,"female","employed","Yes",NA,"Community and Personal Service Workers","Transport, Postal and Warehousing",2020,"Greater Brisbane","30204104416",666.033386230469,"7"
"83888/1000",83888,"60-64 years",14,62,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30204104416",407.964630126953,"7"
"83888/1001",83888,"30-34 years",8,32,"male","employed","Yes",NA,"Labourers","Construction",2020,"Greater Brisbane","30204104416",825.542541503906,"7"
"83889/1000",83889,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30204104416",304.822784423828,"7"
"83889/1001",83889,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30204104416",368.036743164062,"7"
"83890/1000",83890,"45-49 years",11,47,"male","employed","Yes",NA,"Professional","Health Care and Social Assistance",2020,"Greater Brisbane","30301105127",708.6845703125,"10"
"83890/1001",83890,"45-49 years",11,47,"female","employed","No",NA,"Professional","Education and Training",2020,"Greater Brisbane","30301105127",848.014831542969,"10"
"83890/1002",83890,"15-19 years",5,17,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30301105127",659.454467773438,"10"
"83891/1000",83891,"45-49 years",11,47,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30301105127",661.040344238281,"10"
"83891/1001",83891,"50-54 years",12,52,"male","employed","No",NA,"Sales Workers","Arts and Recreation Services",2020,"Greater Brisbane","30301105127",549.466125488281,"10"
"83891/1002",83891,"25-29 years",7,27,"female","employed","Yes",NA,"Professional","Health Care and Social Assistance",2020,"Greater Brisbane","30301105127",1240.35559082031,"10"
"83892/1000",83892,"30-34 years",8,32,"female","employed","Yes","Part time","Professional","Education and Training",2020,"Greater Brisbane","30301105127",1036.71923828125,"10"
"83892/1001",83892,"30-34 years",8,32,"male","employed","Yes",NA,"Sales Workers","Construction",2020,"Greater Brisbane","30301105127",1285.00427246094,"10"
"83892/1002",83892,"60-64 years",14,62,"male","employed","Yes",NA,"Managers","Retail Trade",2020,"Greater Brisbane","30301105127",635.020324707031,"10"
"83892/1003",83892,"60-64 years",14,62,"female","employed","Yes",NA,"Managers","Retail Trade",2020,"Greater Brisbane","30301105127",681.362121582031,"10"
"83893/1000",83893,"50-54 years",12,52,"female","employed","No",NA,"Clerical and Administrative Worker","Manufacturing",2020,"Greater Brisbane","30301105127",449.832550048828,"10"
"83893/1001",83893,"55-59 years",13,57,"male","employed","Yes",NA,"Managers","Manufacturing",2020,"Greater Brisbane","30301105127",493.582550048828,"10"
"83894/1000",83894,"55-59 years",13,57,"female","employed","No",NA,"Clerical and Administrative Worker","Financial and Insurance Services",2020,"Greater Brisbane","30301105127",504.977630615234,"10"
"83894/1001",83894,"55-59 years",13,57,"male","employed","Yes",NA,"Professional","Health Care and Social Assistance",2020,"Greater Brisbane","30301105127",532.142456054688,"10"
"83894/1002",83894,"15-19 years",5,17,"female","employed","No",NA,"Sales Workers","Retail Trade",2020,"Greater Brisbane","30301105127",456.759735107422,"10"
"83894/1003",83894,"20-24 years",6,22,"male","employed","No","Part time","Technicians and Trades Worker","Retail Trade",2020,"Greater Brisbane","30301105127",967.1748046875,"10"
"83895/1000",83895,"55-59 years",13,57,"male","employed","Yes",NA,"Clerical and Administrative Worker","Financial and Insurance Services",2020,"Greater Brisbane","30301105127",598.893310546875,"10"
"83895/1001",83895,"55-59 years",13,57,"female","employed","No",NA,"Managers","Retail Trade",2020,"Greater Brisbane","30301105127",568.320922851562,"10"
"83895/1002",83895,"25-29 years",7,27,"female","employed","No",NA,"Sales Workers","Retail Trade",2020,"Greater Brisbane","30301105127",1240.35559082031,"10"
"83896/1002",83896,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30301105127",304.822784423828,"10"
"83896/1003",83896,"55-59 years",13,57,"male","employed","Yes",NA,"Managers","Financial and Insurance Services",2020,"Greater Brisbane","30301105127",493.582550048828,"10"
"83899/1000",83899,"55-59 years",13,57,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30301105127",468.386108398438,"10"
"83899/1001",83899,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30301105127",351.451293945312,"10"
"83902/1000",83902,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30301105127",351.451293945312,"10"
"83902/1001",83902,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30301105127",304.822784423828,"10"
"83904/1000",83904,"40-44 years",10,42,"male","employed","Yes",NA,"Professional","Financial and Insurance Services",2020,"Greater Brisbane","30301105127",556.5546875,"10"
"83905/1000",83905,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30301105127",304.822784423828,"10"
"83905/1001",83905,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30301105127",351.451293945312,"10"
"83906/1000",83906,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30301105127",351.451293945312,"10"
"83906/1001",83906,"60-64 years",14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30301105127",437.736572265625,"10"
"83907/1000",83907,"55-59 years",13,57,"female","employed","Yes",NA,"Professional","Health Care and Social Assistance",2020,"Greater Brisbane","30301105127",504.977630615234,"10"
"83907/1001",83907,"55-59 years",13,57,"male","employed","No",NA,"Professional","Education and Training",2020,"Greater Brisbane","30301105127",532.142456054688,"10"
"83907/1002",83907,"15-19 years",5,17,"male","unemployed","No","Full time","Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30301105127",541.848937988281,"10"
"83907/1003",83907,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30301105127",541.848937988281,"10"
"83908/1000",83908,"25-29 years",7,27,"male","employed","Yes",NA,"Professional","Health Care and Social Assistance",2020,"Greater Brisbane","30301105127",1189.41027832031,"10"
"83908/1001",83908,"55-59 years",13,57,"female","employed","Yes",NA,"Sales Workers","Education and Training",2020,"Greater Brisbane","30301105127",568.320922851562,"10"
"83908/1002",83908,"25-29 years",7,27,"male","employed","Yes",NA,"Professional","Information Media and Telecommunications",2020,"Greater Brisbane","30301105127",1189.41027832031,"10"
"83909/1000",83909,"65-69 years",15,67,"male","employed","No",NA,"Managers","Financial and Insurance Services",2020,"Greater Brisbane","30301105127",351.451293945312,"10"
"83909/1001",83909,"60-64 years",14,62,"female","employed","No",NA,"Managers","Education and Training",2020,"Greater Brisbane","30301105127",437.736572265625,"10"
"83910/1000",83910,"35-39 years",9,37,"male","employed","Yes",NA,"Managers","Transport, Postal and Warehousing",2020,"Greater Brisbane","30301105127",621.857666015625,"10"
"83910/1001",83910,"35-39 years",9,37,"female","employed","No",NA,"Community and Personal Service Workers","Public Administration and Safety",2020,"Greater Brisbane","30301105127",522.818908691406,"10"
"83911/1000",83911,"60-64 years",14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30301105127",437.736572265625,"10"
"83911/1001",83911,"65-69 years",15,67,"male","employed","Yes",NA,"Technicians and Trades Worker","Other Services",2020,"Greater Brisbane","30301105127",351.451293945312,"10"
"83912/1000",83912,"50-54 years",12,52,"male","employed","Yes",NA,"Professional","Health Care and Social Assistance",2020,"Greater Brisbane","30301105127",488.224273681641,"10"
"83912/1001",83912,"45-49 years",11,47,"female","employed","No",NA,"Professional","Health Care and Social Assistance",2020,"Greater Brisbane","30301105127",587.36279296875,"10"
"83912/1002",83912,"20-24 years",6,22,"female","unemployed","No","Full time","Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30301105127",856.685302734375,"10"
"83912/1003",83912,"15-19 years",5,17,"male","unemployed","No","Part time","Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30301105127",541.848937988281,"10"
"83913/1000",83913,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30301105127",368.036743164062,"10"
"83913/1001",83913,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30301105127",410.921569824219,"10"
"83914/1000",83914,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30301105127",351.451293945312,"10"
"83914/1001",83914,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30301105127",304.822784423828,"10"
"83915/1000",83915,"55-59 years",13,57,"female","employed","Yes",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2020,"Greater Brisbane","30301105127",568.320922851562,"10"
"83915/1001",83915,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30301105127",609.817321777344,"10"
"83915/1002",83915,"50-54 years",12,52,"male","employed","Yes",NA,"Professional","Professional, Scientific and Technical Services",2020,"Greater Brisbane","30301105127",549.466125488281,"10"
"83917/1000",83917,"45-49 years",11,47,"male","employed","Yes",NA,"Managers","Wholesale Trade",2020,"Greater Brisbane","30301105127",490.858123779297,"10"
"83917/1001",83917,"45-49 years",11,47,"female","employed","Yes",NA,"Community and Personal Service Workers","Education and Training",2020,"Greater Brisbane","30301105127",587.36279296875,"10"
"83917/1002",83917,"15-19 years",5,17,"female","employed","No",NA,"Sales Workers","Retail Trade",2020,"Greater Brisbane","30301105127",456.759735107422,"10"
"83919/1000",83919,"45-49 years",11,47,"female","employed","Yes",NA,"Managers","Retail Trade",2020,"Greater Brisbane","30301105127",848.014831542969,"10"
"83919/1001",83919,"45-49 years",11,47,"male","employed","Yes",NA,"Professional","Financial and Insurance Services",2020,"Greater Brisbane","30301105127",708.6845703125,"10"
"83920/1000",83920,"50-54 years",12,52,"female","employed","No",NA,"Clerical and Administrative Worker","Wholesale Trade",2020,"Greater Brisbane","31004130412",286.475250244141,"7"
