"persid","hhid","age_band","age_group","age_group_2","sex","work_status","work_full","study_full","occupation_cat","industry_cat","TRAVYEAR","REGION","SA1_CODE_2021","participant_wt","ses","time_base_car","distance_base_car","time_base_walking","distance_base_walking","time_base_public.transport","distance_base_public.transport","time_base_other","distance_base_other","time_base_bicycle","distance_base_bicycle","time_scen_car","distance_scen_car","time_scen_walking","distance_scen_walking","time_scen_public.transport","distance_scen_public.transport","time_scen_other","distance_scen_other","time_scen_bicycle","distance_scen_bicycle","walk_base","walk_scen","walk_base_min"
"100394/1000",100394,"50-54 years",12,52,"female","employed","Yes",NA,"Sales Workers","Retail Trade",2021,"Greater Brisbane",31304137539,308.720367431641,6,4.66666666666667,15.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1054545454545,15.88,"No","No","No"
"100394/1001",100394,"50-54 years",12,52,"male","employed","Yes",NA,"Clerical and Administrative Worker","Manufacturing",2021,"Greater Brisbane",31304137539,294.340179443359,6,2.33333333333333,5.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76090909090909,5.91,"No","No","No"
"100397/1000",100397,"55-59 years",13,57,"female","employed","No",NA,"Clerical and Administrative Worker","Financial and Insurance Services",2021,"Greater Brisbane",30102101115,145.776504516602,10,22.8666666666667,110.65,0,0,0,0,0,0,0,0,19.8333333333333,101.03,0,0,0,0,0,0,6.12181818181818,9.62,"No","No","No"
"100397/1001",100397,"60-64 years",14,62,"male","employed","Yes",NA,"Professional","Information Media and Telecommunications",2021,"Greater Brisbane",30102101115,143.564193725586,10,20.4166666666667,101.03,0,0,0,0,0,0,0,0,20.4166666666667,101.03,0,0,0,0,0,0,0,0,"No","No","No"
"100397/1002",100397,"30-34 years",8,32,"male","employed","Yes",NA,"Professional","Information Media and Telecommunications",2021,"Greater Brisbane",30102101115,145.704574584961,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"100400/1000",100400,"85-89 years",19,87,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31003128745,52.3616409301758,3,7,17.06,0,0,0,0,0,0,0,0,0,0,3.78,2.16,0,0,0,0,9.48181818181818,14.9,"No","Yes","No"
"100401/1000",100401,"45-49 years",11,47,"male","employed","Yes",NA,"Professional","Financial and Insurance Services",2021,"Greater Brisbane",30504113208,493.00732421875,10,4.66666666666667,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.95454545454546,12.5,"No","No","No"
"100402/1000",100402,"50-54 years",12,52,"male","employed","Yes",NA,"Professional","Information Media and Telecommunications",2021,"Greater Brisbane",30504113208,704.881958007812,10,5.83333333333333,11.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62363636363636,11.98,"No","No","No"
"100402/1001",100402,"50-54 years",12,52,"female","employed","No",NA,"Professional","Health Care and Social Assistance",2021,"Greater Brisbane",30504113208,700.190185546875,10,12.8333333333333,39.02,0,0,0,0,0,0,0,0,7.58333333333333,29.58,6.02,3.44,0,0,0,0,3.81818181818182,6,"No","Yes","No"
"100402/1004",100402,"15-19 years",5,17,"female","employed","No","Full time","Community and Personal Service Workers","Arts and Recreation Services",2021,"Greater Brisbane",30504113208,659.454467773438,10,7,21.72,0,0,0,0,0,0,0,0,7,21.72,0,0,0,0,0,0,0,0,"No","No","No"
"100402/1005",100402,"15-19 years",5,17,"male","employed","No",NA,"Sales Workers","Retail Trade",2021,"Greater Brisbane",30504113208,782.303466796875,10,0,0,2.33333333333333,1.56,0,0,0,0,0,0,0,0,2.33333333333333,1.56,0,0,0,0,0,0,"Yes","Yes","Yes"
"100402/1006",100402,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30504113208,782.303466796875,10,0,0,2.33333333333333,1.56,0,0,0,0,0,0,0,0,2.33333333333333,1.56,0,0,0,0,0,0,"Yes","Yes","Yes"
"100403/1000",100403,"35-39 years",9,37,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30504113208,813.797668457031,10,12.3666666666667,26.95,9.33333333333333,2.62,0,0,0,0,0,0,0,0,9.33333333333333,2.62,0,0,0,0,17.15,26.95,"Yes","Yes","Yes"
"100403/1001",100403,"35-39 years",9,37,"male","employed","Yes",NA,"Professional","Financial and Insurance Services",2021,"Greater Brisbane",30504113208,967.957153320312,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"100441/1000",100441,"25-29 years",7,27,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31104157114,261.276580810547,5,16.3333333333333,101.72,0,0,0,0,0,0,0,0,16.3333333333333,101.72,0,0,0,0,0,0,0,0,"No","No","No"
"100441/1001",100441,"25-29 years",7,27,"male","employed","Yes",NA,NA,"Transport, Postal and Warehousing",2021,"Greater Brisbane",31104157114,311.684387207031,5,14,100.09,0,0,0,0,0,0,0,0,14,100.09,0,0,0,0,0,0,0,0,"No","No","No"
"100485/1000",100485,"55-59 years",13,57,"female","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing",2021,"Greater Brisbane",31003128745,151.029312133789,3,5.25,11.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08272727272727,11.13,"No","No","No"
"100485/1001",100485,"60-64 years",14,62,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31003128745,126.624420166016,3,10.5,69.7,0,0,0,0,0,0,0,0,10.5,69.7,0,0,0,0,0,0,0,0,"No","No","No"
"100486/1000",100486,"50-54 years",12,52,"female","employed","Yes",NA,"Clerical and Administrative Worker","Financial and Insurance Services",2021,"Greater Brisbane",30101100401,100.969757080078,6,10.5,31.81,0,0,0,0,0,0,0,0,0,0,4.7775,2.73,0,0,0,0,18.5054545454545,29.08,"No","Yes","No"
"100486/1001",100486,"55-59 years",13,57,"male","employed","Yes",NA,"Professional","Agriculture, Forestry and Fishing",2021,"Greater Brisbane",30101100401,125.77254486084,6,5.83333333333333,24.96,0,0,0,0,0,0,0,0,5.83333333333333,24.96,0,0,0,0,0,0,0,0,"No","No","No"
"100486/1002",100486,"20-24 years",6,22,"female","unemployed","No","Full time","Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30101100401,133.524215698242,6,12.25,58.48,0,0,0,0,0,0,0,0,12.25,58.48,0,0,0,0,0,0,0,0,"No","No","No"
"100486/1003",100486,"15-19 years",5,17,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30101100401,100.53645324707,6,4.66666666666667,15.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.57090909090909,15.04,"No","No","No"
"100488/1000",100488,"35-39 years",9,37,"female","employed","Yes",NA,"Clerical and Administrative Worker","Education and Training",2021,"Greater Brisbane",30101100401,101.994979858398,6,10.5,38.92,0,0,0,0,0,0,0,0,6.41666666666667,23.37,0,0,0,0,0,0,9.89545454545454,15.55,"No","No","No"
"100488/1001",100488,"35-39 years",9,37,"male","employed","Yes",NA,"Professional","Health Care and Social Assistance",2021,"Greater Brisbane",30101100401,97.0498886108398,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"100489/1000",100489,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30101100401,76.3799514770508,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"100489/1001",100489,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30101100401,74.8938827514648,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"100495/1000",100495,"50-54 years",12,52,"male","employed","Yes",NA,"Professional","Manufacturing",2021,"Greater Brisbane",30101100401,111.144454956055,6,15.4,126.82,0,0,0,0,0,0,0,0,13.0666666666667,120.26,0,0,0,0,0,0,4.17454545454545,6.56,"No","No","No"
"100495/1001",100495,"45-49 years",11,47,"female","employed","Yes",NA,"Managers","Retail Trade",2021,"Greater Brisbane",30101100401,122.150421142578,6,9.33333333333333,60.11,0,0,0,0,0,0,0,0,7.58333333333333,53.59,0,0,0,0,0,0,4.14909090909091,6.52,"No","No","No"
"100499/1000",100499,"65-69 years",15,67,"female","employed","No",NA,"Sales Workers","Retail Trade",2021,"Greater Brisbane",30103101622,330.075256347656,7,3.03333333333333,9.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25545454545455,9.83,"No","No","No"
"100500/1000",100500,"40-44 years",10,42,"male","employed","Yes",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2021,"Greater Brisbane",30103101622,556.5546875,7,11.6666666666667,70.28,0,0,0,0,0,0,0,0,11.6666666666667,70.28,0,0,0,0,0,0,0,0,"No","No","No"
"100514/1000",100514,"65-69 years",15,67,"male","employed","Yes",NA,NA,"Transport, Postal and Warehousing",2021,"Greater Brisbane",31302136609,241.350006103516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"100514/1001",100514,"60-64 years",14,62,"female","employed","Yes",NA,"Managers","Retail Trade",2021,"Greater Brisbane",31302136609,249.79345703125,1,0,0,1.05,0.38,0,0,0,0,0,0,0,0,1.05,0.38,0,0,0,0,0,0,"Yes","Yes","No"
"100514/1002",100514,"40-44 years",10,42,"male","employed","Yes",NA,"Technicians and Trades Worker","Manufacturing",2021,"Greater Brisbane",31302136609,283.161804199219,1,10.5,56.71,0,0,0,0,0,0,0,0,10.5,56.71,0,0,0,0,0,0,0,0,"No","No","No"
"100515/1000",100515,"45-49 years",11,47,"male","employed","No",NA,"Labourers","Agriculture, Forestry and Fishing",2021,"Greater Brisbane",31302136609,412.569610595703,1,6.06666666666667,27.37,0,0,0,0,0,0,0,0,5.48333333333333,24.47,0,0,0,0,0,0,1.84545454545455,2.9,"No","No","No"
"100515/1001",100515,"40-44 years",10,42,"female","employed","No",NA,"Sales Workers","Transport, Postal and Warehousing",2021,"Greater Brisbane",31302136609,460.510681152344,1,7.23333333333333,15.24,0,0,0,0,0,0,0,0,0,0,5.7925,3.31,0,0,0,0,7.59181818181818,11.93,"No","Yes","No"
"100519/1000",100519,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31302136609,193.443954467773,1,0.466666666666667,0.83,0,0,0,0,0,0,0,0,0,0,1.4525,0.83,0,0,0,0,0,0,"No","Yes","No"
"100544/1000",100544,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31106133202,152.748306274414,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"100545/1000",100545,"45-49 years",11,47,"female","employed","Yes",NA,"Sales Workers","Rental, Hiring and Real Estate Services",2021,"Greater Brisbane",31106133202,303.152160644531,7,11.4333333333333,46.1,0,0,0,0,0,0,0,0,8.75,35.26,0,0,0,0,0,0,6.89818181818182,10.84,"No","No","No"
"100545/1001",100545,"50-54 years",12,52,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2021,"Greater Brisbane",31106133202,205.661956787109,7,3.85,14.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.28454545454545,14.59,"No","No","No"
"100545/1002",100545,"20-24 years",6,22,"male","employed","No","Full time","Professional","Education and Training",2021,"Greater Brisbane",31106133202,237.361145019531,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"100545/1003",100545,"15-19 years",5,17,"female","employed","No","Full time","Sales Workers","Retail Trade",2021,"Greater Brisbane",31106133202,232.997085571289,7,1.75,7.83,2.91666666666667,1.75,7.35,28.41,0,0,0,0,0,0,2.91666666666667,1.75,7.35,28.41,0,0,4.98272727272727,7.83,"Yes","Yes","Yes"
"100569/1000",100569,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30102101315,74.8938827514648,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"100569/1001",100569,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30102101315,68.7407379150391,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"100570/1000",100570,"45-49 years",11,47,"male","employed","Yes",NA,"Sales Workers","Other Services",2021,"Greater Brisbane",30103101622,493.00732421875,7,15.1666666666667,51.26,0,0,0,0,0,0,0,0,13.4166666666667,48.47,0,0,0,0,0,0,1.77545454545455,2.79,"No","No","No"
"100571/1000",100571,"60-64 years",14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30103101622,437.736572265625,7,5.01666666666667,14.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.42454545454545,14.81,"No","No","No"
"100571/1001",100571,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30103101622,351.451293945312,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"100573/1000",100573,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30103101622,330.075256347656,7,5.6,9.18,0,0,0,0,0,0,0,0,0,0,2.415,1.38,0,0,0,0,4.96363636363636,7.8,"No","Yes","No"
"100577/1000",100577,"50-54 years",12,52,"male","employed","Yes",NA,"Labourers","Agriculture, Forestry and Fishing",2021,"Greater Brisbane",30103101622,488.224273681641,7,7,29.2,0,0,0,0,0,0,0,0,7,29.2,0,0,0,0,0,0,0,0,"No","No","No"
"100577/1001",100577,"45-49 years",11,47,"female","employed","Yes",NA,"Community and Personal Service Workers","Other Services",2021,"Greater Brisbane",30103101622,587.36279296875,7,7,29.2,3.5,2.08,0,0,0,0,0,0,7,29.2,3.5,2.08,0,0,0,0,0,0,"Yes","Yes","Yes"
"100578/1000",100578,"20-24 years",6,22,"female","unemployed","No","Full time","Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30103101622,964.146118164062,7,2.33333333333333,2.13,2.45,0.7,7.93333333333333,43,0,0,0,0,0,0,6.1775,2.83,7.93333333333333,43,0,0,0,0,"Yes","Yes","Yes"
"100578/1001",100578,"50-54 years",12,52,"female","employed","No",NA,"Technicians and Trades Worker","Other Services",2021,"Greater Brisbane",30103101622,545.808776855469,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"100578/1002",100578,"45-49 years",11,47,"male","employed","Yes",NA,"Technicians and Trades Worker","Professional, Scientific and Technical Services",2021,"Greater Brisbane",30103101622,552.430297851562,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83110/1000",83110,"45-49 years",11,47,"female","employed","No",NA,"Clerical and Administrative Worker","Other Services",2020,"Greater Brisbane",31304137319,519.730773925781,6,11.0833333333333,25.08,0,0,0,0,0,0,0,0,0,0,2.345,1.34,0,0,0,0,15.1072727272727,23.74,"No","Yes","No"
"83110/1001",83110,"45-49 years",11,47,"male","employed","Yes",NA,"Technicians and Trades Worker","Other Services",2020,"Greater Brisbane",31304137319,533.046752929688,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83112/1000",83112,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31304137319,146.185394287109,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83112/1001",83112,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31304137319,146.185394287109,6,3.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77272727272727,7.5,"No","No","No"
"83114/1000",83114,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31304137319,171.396911621094,6,18.6666666666667,171.79,0,0,0,0,0,0,0,0,16.5666666666667,167.07,0,0,0,0,0,0,3.00363636363636,4.72,"No","No","No"
"83114/1005",83114,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31304137319,171.396911621094,6,18.6666666666667,171.79,0,0,0,0,0,0,0,0,16.5666666666667,167.07,0,0,0,0,0,0,3.00363636363636,4.72,"No","No","No"
"83115/1000",83115,"60-64 years",14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31304137319,249.79345703125,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83115/1001",83115,"60-64 years",14,62,"male","employed","Yes",NA,"Technicians and Trades Worker","Manufacturing",2020,"Greater Brisbane",31304137319,227.791702270508,6,4.08333333333333,6.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39727272727273,6.91,"No","No","No"
"83115/1002",83115,"25-29 years",7,27,"male","employed","Yes",NA,"Community and Personal Service Workers","Accommodation and Food Services",2020,"Greater Brisbane",31304137319,704.755065917969,6,7,10.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63090909090909,10.42,"No","No","No"
"83118/1000",83118,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31304137319,171.396911621094,6,4.08333333333333,14.47,9.33333333333333,3.8,0,0,0,0,0,0,0,0,9.33333333333333,3.8,0,0,0,0,9.20818181818182,14.47,"Yes","Yes","Yes"
"83118/1001",83118,"80-84 years",18,82,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31304137319,213.465911865234,6,4.08333333333333,14.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.20818181818182,14.47,"No","No","No"
"83125/1000",83125,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31304137319,151.590209960938,6,4.66666666666667,15.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.01,15.73,"No","No","No"
"83125/1001",83125,"60-64 years",14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31304137319,156.893493652344,6,4.66666666666667,15.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.01,15.73,"No","No","No"
"83129/1000",83129,"60-64 years",14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31304137319,156.893493652344,6,2.33333333333333,4.97,0,0,0,0,0,0,0,0,0,0,3.2725,1.87,0,0,0,0,1.97272727272727,3.1,"No","Yes","No"
"83129/1001",83129,"55-59 years",13,57,"male","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing",2020,"Greater Brisbane",31304137319,261.203918457031,6,7.58333333333333,37.09,0,0,0,0,0,0,0,0,7.58333333333333,37.09,0,0,0,0,0,0,0,0,"No","No","No"
"83130/1000",83130,"60-64 years",14,62,"male","employed","Yes",NA,"Professional","Other Services",2020,"Greater Brisbane",31304137319,182.576873779297,6,0,0,7.58333333333333,1.8,0,0,0,0,0,0,0,0,7.58333333333333,1.8,0,0,0,0,0,0,"Yes","Yes","Yes"
"83132/1000",83132,"55-59 years",13,57,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31304137319,285.437072753906,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83132/1001",83132,"60-64 years",14,62,"male","employed","Yes",NA,"Professional","Other Services",2020,"Greater Brisbane",31304137319,227.791702270508,6,11.7833333333333,44.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0190909090909,44.03,"No","No","No"
"83132/1002",83132,"25-29 years",7,27,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31304137319,571.256774902344,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83135/1000",83135,"80-84 years",18,82,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31304137319,242.680282592773,6,0,0,7,4.32,0,0,0,0,0,0,0,0,7,4.32,0,0,0,0,0,0,"Yes","Yes","Yes"
"83136/1000",83136,"50-54 years",12,52,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2020,"Greater Brisbane",31304137319,402.633728027344,6,3.5,17.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.99,17.27,"No","No","No"
"83136/1001",83136,"50-54 years",12,52,"female","employed","Yes",NA,"Community and Personal Service Workers","Education and Training",2020,"Greater Brisbane",31304137319,422.304656982422,6,2.33333333333333,5.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28363636363636,5.16,"No","No","No"
"83136/1002",83136,"30-34 years",8,32,"male","unemployed","No","Full time","Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31304137319,623.173278808594,6,3.5,17.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.99,17.27,"No","No","No"
"83136/1003",83136,"25-29 years",7,27,"male","employed","No",NA,"Labourers","Construction",2020,"Greater Brisbane",31304137319,964.048278808594,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83137/1000",83137,"45-49 years",11,47,"male","employed","Yes",NA,"Managers","Other Services",2020,"Greater Brisbane",31304137319,301.603668212891,6,3.5,12.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.23454545454545,12.94,"No","No","No"
"83137/1001",83137,"45-49 years",11,47,"female","employed","No",NA,"Sales Workers","Retail Trade",2020,"Greater Brisbane",31304137319,294.0693359375,6,12.25,63.42,0,0,0,0,0,0,0,0,5.83333333333333,33.11,0,0,0,0,0,0,19.2881818181818,30.31,"No","No","No"
"83138/1000",83138,"40-44 years",10,42,"female","employed","No",NA,"Community and Personal Service Workers","Other Services",2020,"Greater Brisbane",31304137319,594.987426757812,6,8.75,26.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0227272727273,26.75,"No","No","No"
"83138/1001",83138,"35-39 years",9,37,"male","employed","Yes",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2020,"Greater Brisbane",31304137319,448.437194824219,6,6.41666666666667,17.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9645454545455,17.23,"No","No","No"
"83138/1002",83138,"60-64 years",14,62,"female","employed","Yes",NA,"Labourers","Manufacturing",2020,"Greater Brisbane",31304137319,441.478698730469,6,7,51.98,0,0,0,0,0,0,0,0,7,51.98,0,0,0,0,0,0,0,0,"No","No","No"
"83138/1003",83138,"20-24 years",6,22,"male","employed","Yes",NA,"Technicians and Trades Worker","Manufacturing",2020,"Greater Brisbane",31304137319,1041.95043945312,6,11.6666666666667,46.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5081818181818,46.37,"No","No","No"
